Do Not Publish	Business Owner Name	Business Name	Street Number	Street Name	Suite Number	P.O. Box Number	PMB Number	City	State	 Zip 	 Home Based 	 Primary NAICS #	 NAICS Description 	 New Business? 	Business Start	Business Expiration	Ownership Type	# Employees	Council District	Business Community	BID	BID Description
Y	PET PROS LLC	PET PROS LLC	4832	70TH ST 				SAN DIEGO	CA	92115-3017	Y	454	RETAIL PET SUPPLY	N	8/1/2020	7/31/2021	LLC	0	9	MID-CITY:EASTERN AREA              	21	COLLEGE AREA
N	AREVALO FANDINO LLC	PET STUFF	6165	EL CAJON BLVD 	C			SAN DIEGO	CA	92115-3927	N	45391	PET STORE	N	10/23/2019	10/31/2021	LLC	4	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	MCCALL PETE	PETE MCCALL C P A	4825	COLLEGE AVE 	107			SAN DIEGO	CA	92115-3925	Y	541213	TAX PREPARATION SERVICES	N	11/20/1989	11/30/2020	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	PIOTR WROBEL	PETES SERVICES	4805	70TH ST 	4			SAN DIEGO	CA	92115-3055	N	56179	HANDYMAN	N	3/22/2012	3/31/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	DT PHARMACY CORPORATION	PHILLIP PHARMACY	5507	EL CAJON BLVD 	E			SAN DIEGO	CA	92115-3624	N	44611	RETAIL PHARMACY	N	2/11/2016	2/28/2021	SCORP	1	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	WEBHURST SDSU  LLC	PITA PIT	6353	EL CAJON BLVD 	132			SAN DIEGO	CA	92115-2655	N	7222	SANDWICH SHOPS LIMITED-SERVICE.	N	12/1/2016	11/30/2020	LLC	12	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	PLANNED PARENTHOOD OF THE PACIFIC SOUTHWEST	PLANNED PARENTHOOD OF THE PACIFIC SOUTHWEST	4575	COLLEGE AVE 				SAN DIEGO	CA	92115-4011	N	81341	FAMILY PLANNING SERVICES	N	6/6/1981	6/30/2021	NO/PRF	10	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	PLANT POWER SD ONE LLC	PLANT POWER SD ONE LLC	5842	HARDY AVE 				SAN DIEGO	CA	92115-1317	N	72221	FAST FOOD	N	2/10/2018	2/28/2021	LLC	5	9	COLLEGE AREA	21	COLLEGE AREA
N	PLATT COLLEGE SAN DIEGO INC	PLATT COLLEGE SAN DIEGO	6250	EL CAJON BLVD 				SAN DIEGO	CA	92115-3916	N	611	EDUCATIONAL SERVICES	N	8/1/1992	7/31/2021	CORP	45	9	COLLEGE AREA	21	COLLEGE AREA
Y	POKEDON INC	POKEDON INC	6345	EL CAJON BLVD 	130			SAN DIEGO	CA	92115-5571	N	722211	POKE BOWL FAST FOOD RESTAURANT	N	12/9/2016	12/31/2020	SCORP	8	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	KFM RESTAURANTS LP	POPEYES CHICKEN & BISCUITS	6095	EL CAJON BLVD 				SAN DIEGO	CA	92115-3815	N	722211	FRIED CHICKEN AND BISCUITS.	N	6/1/2008	5/31/2021	LP	20	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	SAM L YUNG & KWOK Y TIN	PRECISION WATCH/JEWELRY	6165	EL CAJON BLVD 	B			SAN DIEGO	CA	92115-3927	N	45299	ALL OTHER GENERAL MERCHANDISE STORES	N	12/12/1994	7/31/2021	H-W	1	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	KAMRYN JOY HILL	PRETTY GIRLZ SKINCARE LOUNGE	6244	EL CAJON BLVD 	28			SAN DIEGO	CA	92115-3918	N	812115	LICENSED ESTHETICAN PERFORMING BEAUTIFICATION SERVICES AND SKINCARE TREATMENTS.	N	11/1/2019	10/31/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	PRIETA REAL ESTATE CORP	PRIETA REAL ESTATE CORP	4901	70TH ST 				SAN DIEGO	CA	92115-1802	N	531	REAL ESTATE SALES - LIST AND SELL RESIDENTIAL PROPERTIES. 	N	7/1/2004	12/31/2020	SCORP	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	JOHN KORZELIUS MD	PRIME MEDICAL & CHIROPRACTIC GROUP	6244	EL CAJON BLVD 	5			SAN DIEGO	CA	92115-3918	N	6213	MEDICAL AND CHIROPRACTIC CLINIC	N	2/1/2017	1/31/2021	SOLE	3	9	COLLEGE AREA	21	COLLEGE AREA
N	PRINCE & CALY INC	PRINCE HOOKAH CAFE	4644	COLLEGE AVE 				SAN DIEGO	CA	92115-3903	N	7222	HOOKAH CAFE AND RESTAURANT.	N	8/6/2012	8/31/2021	CORP	4	9	COLLEGE AREA	21	COLLEGE AREA
N	KEVIN HA	PRO AUTO BODY	6517	EL CAJON BLVD 				SAN DIEGO	CA	92115-2702	N	81112	AUTO BODY REPAIR PAINT	N	1/31/2013	1/31/2021	SOLE	3		MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	PROPERTY MANAGEMENT EXECUTIVES	PROPERTY MANAGEMENT EXECUTIVES	4901	70TH ST 				SAN DIEGO	CA	92115-1802	N	53131	PROPERTY MANAGEMENT	N	1/30/2006	1/31/2021	SCORP	1	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	KIM MURPHY	PSYCH/KIM MURPHY	6244	EL CAJON BLVD 	3			SAN DIEGO	CA	92115-3918	N	62139	MARRIAGE AND FAMILY THERAPY.	N	7/1/2017	6/30/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	DIEQING HUANG	Q SHIATSU & MASSAGE	5963	EL CAJON BLVD 				SAN DIEGO	CA	92115-3827	N	812198	BODY MASSAGE	N	9/25/2020	9/30/2021	SOLE	3	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	QIUHUAN ZHANG	QIUHUAN ZHANG	6506	EL CAJON BLVD 	A			SAN DIEGO	CA	92115-2798	N	812198	MASSAGE THERAPIST	N	2/6/2020	2/28/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	KEVIN NGUYEN	QUALITY APPLIANCES	7105	EL CAJON BLVD 				SAN DIEGO	CA	92115-1828	N	443111	HOME APPLIANCES SALES AND SERVICES	N	1/1/2010	12/31/2020	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	QUICKSPLINT LLC	QUICK SPLINT LLC	6824	EL CAJON BLVD 				SAN DIEGO	CA	92115-1724	N	541	PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES	N	10/1/2011	9/30/2021	LLC	0	9	COLLEGE AREA	21	COLLEGE AREA
N	XIANYI BAI	RAIN SPA AND HYPNOSIS	6784	EL CAJON BLVD 	G			SAN DIEGO	CA	92115-1602	N	621399	HYPNOSIS	Y	9/28/2020	9/30/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	RALPHS GROCERY CO	RALPHS GROCERY CO #220	6670	MONTEZUMA RD 				SAN DIEGO	CA	92115-2828	N	4451	GROCERY STORES	N	4/2/1997	1/31/2021	CORP	82	9	COLLEGE AREA	21	COLLEGE AREA
N	TONY CORONADO	RANCHWOOD BBQ	7229	EL CAJON BLVD 				SAN DIEGO	CA	92115-1830	N	7222	EATING PLACE	N	1/1/2013	12/31/2020	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	KORKES MARKET INC	RANDY'S MINI MART	5739	EL CAJON BLVD 				SAN DIEGO	CA	92115-3738	N	44512	MINI MART.	N	3/10/2016	3/31/2021	CORP	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	RANY LY	RANY L NAIL DESIGNS	4657	COLLEGE AVE 				SAN DIEGO	CA	92115-3904	N	812116	BEAUTY SALON	N	3/4/2019	3/31/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	UMI SMOG INC	RAPID AUTO REGISTRATION	6499	EL CAJON BLVD 	A			SAN DIEGO	CA	92115-2646	N	54199	AUTO REGISTRATION	N	1/22/2019	1/31/2021	CORP	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	RAVEN LUXE DESIGNS	RAVEN LUXE DESIGNS	6621	MONTEZUMA RD 	308			SAN DIEGO	CA	92115-2844	N	44821	SHOE STORES	N	3/26/2019	3/31/2021	LP	0	9	COLLEGE AREA	21	COLLEGE AREA
Y	RB SUSHI 2 INC	RB SUSHI 2	5943	EL CAJON BLVD 				SAN DIEGO	CA	92115-3827	N	72211	FULL SERVICE JAPANESE RESTAURANT.	N	5/16/2012	5/31/2021	CORP	30	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	RE-CARE INCORPORATED	RE-CARE INCORPORATED	6401	EL CAJON BLVD 	151445			SAN DIEGO	CA	92115-2646	Y	81356	CONTRACT WITH OTHER BUSINESSES TO REVAMP BUSINESS CONCEPTIONS AND OPERATIONS / PROVIDE CUSTOMERS AND PARTNERS WITH INFORMATION ON BUSINESS AND RESOURCES.	N	10/28/2019	10/31/2021	NO/PRF	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	JFCCM LLC	REAL HOPE RECOVERY	6122	EL CAJON BLVD 				SAN DIEGO	CA	92115-3914	N	62142	OUTPATIENT GROUP AND INDIVIDUAL COUNSELING PROGRAM	N	2/1/2019	1/31/2021	LLC	5	9	COLLEGE AREA	21	COLLEGE AREA
N	DANIEL R SMITH	REBEL CUSTOM CABINETS AND TRIM	6595	MONTEZUMA RD 	11			SAN DIEGO	CA	92115-2867	Y	23599	CABINET, TRIM, AND DOOR INSTALLATION	N	9/24/2018	9/30/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
Y	COINSTAR LLC	REDBOX AUTOMATED RETAIL LLC	5141	COLLEGE AVE 				SAN DIEGO	CA	92115-2413	N	812951	UNMANNED AUTOMATED KIOSK FOR DVD RENTALS/ SALES USING DEBIT/ CREDIT CARDS ONLY.	N	9/7/2012	9/30/2021	LLC	1	9	COLLEGE AREA	21	COLLEGE AREA
Y	COINSTAR INC	REDBOX AUTOMATED RETAIL LLC	6571	EL CAJON BLVD 				SAN DIEGO	CA	92115-2706	N	812951	UNMANNED AUTOMATED KIOSK FOR DVD RENTALS/  SALES USING DEBIT/ CREDIT CARDS ONLY.	N	5/1/2012	4/30/2021	CORP	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	COINSTAR INC	REDBOX AUTOMATED RETAIL LLC	6670	MONTEZUMA RD 				SAN DIEGO	CA	92115-2828	N	812951	UNMANNED AUTOMATED KIOSK FOR DVD RENTALS/ SALES USING DEBIT/ CREDIT CARDS ONLY	N	5/1/2012	4/30/2021	CORP	0	9	COLLEGE AREA	21	COLLEGE AREA
Y	REDBOX AUTOMATED RETAIL LLC	REDBOX AUTOMATED RETAIL LLC	6155	EL CAJON BLVD 				SAN DIEGO	CA	92115-3915	N	812951	UNMANNED AUTOMATED KIOSK OF DVD RENTALS/ SALES USING DEBIT/ CREDIT CARDS ONLY	N	7/27/2012	7/31/2021	LLC	1	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	REST AND RELAXATION HOOKAH LOUNGE INC	REST AND RELAXATION HOOKAH LOUNGE	6512	EL CAJON BLVD 	G			SAN DIEGO	CA	92115-2703	N	453991	HOOKAH LOUNGE.	N	11/16/2015	11/30/2021	SCORP	2	9	COLLEGE AREA	21	COLLEGE AREA
N	RICHARD W PHILLIPS	RICH PHILLIPS AUTO SERVICE	7105	EL CAJON BLVD 				SAN DIEGO	CA	92115-1828	N	447	GASOLINE STATIONS	N	7/1/1989	6/30/2021	SOLE	2	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	MICHAEL RICKEY	RICKEY'S EMERGENCY RESOURCES	6161	EL CAJON BLVD 	B-315			SAN DIEGO	CA	92115-3922	N	56199	EMERGENCY RESOURCES MANAGEMENT	N	4/20/2020	4/30/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	THRIFTY PAYLESS INC	RITE AID #5651	6405	EL CAJON BLVD 				SAN DIEGO	CA	92115-2646	N	44611	PHARMACIES & DRUG STORES	N	7/1/1994	10/31/2021	CORP	21	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	CHEUNG ROBERT S/ONG ESTHER J	ROBERT S CHEUNG DDS/ESTHER J L ONG DDS	4546	COLLEGE AVE 				SAN DIEGO	CA	92115-4008	N	6212	OFFICES OF DENTISTS	N	10/27/1982	9/30/2021	PARTNR	6	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	ROCK IO INSURANCE SERVICES INC	ROCK IO INSURANCE SERVICES INC	7125	EL CAJON BLVD 	7			SAN DIEGO	CA	92115-1851	N	52421	PROPERTY AND CASUALTY INSURANCE BROKER, WE SELL INSURANCE PRODUCTS TO CLIENTS.	N	1/6/2004	1/31/2021	SCORP	17	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	RON WILSON	RON WILSON REGISTRATION SERVICE	6970	EL CAJON BLVD 	A			SAN DIEGO	CA	92115-1738	N	56199	VEHICLE REGISTRATION DMV TRANSFER RENEWALLS PLATES AND TAGS ISSUED	N	3/1/2014	2/28/2021	SOLE	1	9	COLLEGE AREA	21	COLLEGE AREA
N	RONALD A HAWKINS	RONALD A HAWKINS	6470	EL CAJON BLVD 	228			SAN DIEGO	CA	92115-2665	Y	48531	TAXI	N	3/20/2006	3/31/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	OBERLIES ROSALIA	ROSALIA'S HAIR FASHIONS	4657	COLLEGE AVE 				SAN DIEGO	CA	92115-3904	N	812115	COSMOTOLOGIST - BOOTH RENTAL	N	9/1/1977	11/30/2020	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	ROSALIE A GONZALEZ	ROSIE'S CALICO CUPBOARD	7151	EL CAJON BLVD 	F			SAN DIEGO	CA	92115-1819	N	45113	SEWING, NEEDLEWORK & PIECE GOODS STORES	N	6/15/1991	6/30/2021	SOLE	12	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	ROWDEN ENTERPRISES INC	ROWDEN ENTERPRISES	4466	COLLEGE AVE 				SAN DIEGO	CA	92115-5534	Y	54187	MAGAZINE AND FLYER DISTRIBUTION	N	3/18/2004	3/31/2021	CORP	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	VAN ZETTEN RUDI	RUDI VANZETTEN PLUMBING SERVICE	6161	EL CAJON BLVD 	B142			SAN DIEGO	CA	92115-3922	N	56172	JANITORIAL SERVICES	N	9/1/1977	11/30/2020	SOLE	1	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	RUDICK INSURANCE SERVICES INC	RUDICK INSURANCE SERVICES INC	5700	EL CAJON BLVD 				SAN DIEGO	CA	92115-3737	N	52421	INSURANCE AGENCIES & BROKERAGES	N	8/15/1996	8/31/2021	CORP	2	9	COLLEGE AREA	21	COLLEGE AREA
N	SAFI CAR RENTAL INC	SAFI CAR RENTAL	5905	EL CAJON BLVD 				SAN DIEGO	CA	92115-3827	N	53211	PASSENGER CARE RENTAL & LEASING	N	7/1/2019	6/30/2021	CORP	3	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	SVANGVITAYA LLC	SALA THAI RESTAURANT	6161	EL CAJON BLVD 	A			SAN DIEGO	CA	92115-3936	N	72211	FOOD SERVICE RESTAURANT	N	4/1/2009	3/31/2021	LLC	8	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	SALY LIM	SALY LIM	4657	COLLEGE AVE 				SAN DIEGO	CA	92115-3904	N	812115	BEAUTY SHOPS-BOOTH RENTAL	N	2/1/2020	1/31/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	SALY LIM	SALY LIM	4657	COLLEGE AVE 				SAN DIEGO	CA	92115-3904	N	812115	HAIRSTYLIST  BARBER  NAIL SALON	N	2/15/2017	2/28/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
Y	BALBOA NEPHROLOGY MEDICAL GROUP INC	SAN DIEGO ACCESS AND SURGERY CENTER	6402	EL CAJON BLVD 	100			SAN DIEGO	CA	92115-2645	N	6219	AMBULATORY SURGERY CENTER (CLINIC)	N	9/26/2018	9/30/2021	CORP	18		COLLEGE AREA	21	COLLEGE AREA
N	ANDREA D BERRY	SAN DIEGO BLACK PROFESSIONALS	4840	COLLEGE AVE 				SAN DIEGO	CA	92115-3907	N	514191	SOCIAL NETWORKING	N	1/1/2020	12/31/2020	SOLE	2	9	COLLEGE AREA	21	COLLEGE AREA
N	SD BLENDERS INC	SAN DIEGO BLENDERS	6663	EL CAJON BLVD 	I			SAN DIEGO	CA	92115-2851	N	722213	SMOOTHIES, SNACKS AND OTHER BEVERAGES	N	6/5/2003	6/30/2021	SCORP	1	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	SD BLENDERS INC	SAN DIEGO BLENDERS	6353	EL CAJON BLVD 	138			SAN DIEGO	CA	92115-2655	N	72221	SMOOTHIES, SNACKS AND OTHER BEVERAGES	N	9/1/2014	8/31/2021	SCORP	5	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	SAN DIEGO CENTER FOR THE BLIND	SAN DIEGO CENTER FOR THE BLIND	5922	EL CAJON BLVD 				SAN DIEGO	CA	92115-3826	N	8134	CIVIC & SOCIAL ORGANIZATIONS	N	7/25/1980	7/31/2021	NO/PRF	0	9	COLLEGE AREA	21	COLLEGE AREA
N	BOB J BELLMAN	SAN DIEGO COMICS	6937	EL CAJON BLVD 				SAN DIEGO	CA	92115-1754	N	45399	SELLING NEW AND USED COMIC BOOKS GRAPHIC NOVELS.	N	4/1/2016	3/31/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	SAN DIEGO COUNTY CREDIT UNION	SAN DIEGO COUNTY CREDIT UNION	6145	EL CAJON BLVD 	3D			SAN DIEGO	CA	92115-3923	N	52213	FINANCIAL INSTITUTION	N	12/11/2019	12/31/2020	CORP	8	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	THE LIGHTHOUSE FOR THE BLIND INC	SAN DIEGO LIGHTHOUSE FOR THE BLIND	5922	EL CAJON BLVD 				SAN DIEGO	CA	92115-3826	N	561	PROVIDE SUPPORT FOR EXISTING BASE SUPPLY CENTER AND CONTRACT MANAGEMENT SERVICES IN SAN DIEGO	N	7/1/2011	6/30/2021	NO/PRF	7	9	COLLEGE AREA	21	COLLEGE AREA
N	VICTOR H JIMENEZ	SAN DIEGO STAR EVENTS HALL	7082	EL CAJON BLVD 				SAN DIEGO	CA	92115-1824	N	532	HALL RENTAL FOR WEDDINGS, QUINCEANERAS, KIDS PARTIES	N	2/16/2019	2/28/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
Y	SAN DIEGO STATE UNIVERSITY FOUNDATION	SAN DIEGO STATE UNIVERSITY RESEARCH FOUNDATION	5250	CAMPANILE DR 				SAN DIEGO	CA	92115	N	81356	SAN DIEGO STATE UNIVERSITY FOUNDATION (DBA SDSU RESEARCH FOUNDATION) SUPPORTS THE EDUCATIONAL, RESEARCH AND COMMUNITY SERVICE MISSIONS OF SAN DIEGO STATE UNIVERISTY	N	1/28/1943	1/31/2021	NO/PRF	1000	9	COLLEGE AREA	21	COLLEGE AREA
Y	SAN DIEGO TATTOO SUPPLY INC	SAN DIEGO TATTOO SUPPLY INC/SAN DIEGO BARBER SUPPL	7202	EL CAJON BLVD 				SAN DIEGO	CA	92115-1829	N	45439	TATTOO SUPPLY RETAIL DOOR TO DOOR	N	10/15/2010	10/31/2021	SCORP	0	9	COLLEGE AREA	21	COLLEGE AREA
N	SAN DIEGO TRAILER SUPPLY	SAN DIEGO TRAILER SUPPLY	6881	EL CAJON BLVD 				SAN DIEGO	CA	92115-1725	N	4539	OTHER MISCELLANEOUS STORE RETAILERS	N	9/1/1978	8/31/2021	CORP	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	JC SERVICE AND ENTERPRISES INC	SAN DIEGO TREATMENT AND RECOVERY CENTER	6244	EL CAJON BLVD 	26			SAN DIEGO	CA	92115-3918	N	62133	GROUP AND INDIVIDUAL THERAPY	N	8/28/2015	8/31/2021	CORP	1	9	COLLEGE AREA	21	COLLEGE AREA
N	BALBOA NEPHROLOGY MEDICAL GROUP	SAN DIEGO VASULAR ACCESS CENTER	6402	EL CAJON BLVD 	100			SAN DIEGO	CA	92115-2645	N	6223	OUT PATIENT VASCULAR ACCESS LAB	N	8/12/2002	8/31/2021	CORP	14		COLLEGE AREA	21	COLLEGE AREA
N	XIAO FEI YI	SEASONS SPA	6506	EL CAJON BLVD 	A			SAN DIEGO	CA	92115-2798	N	812198	FOOT, BODY MASSAGE	N	7/9/2019	7/31/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	AARON RASTEGARPOUR	SELLMAX	6866	EL CAJON BLVD 	A			SAN DIEGO	CA	92115-1724	N	42111	AUTOMOBILE WHOLESALE	N	2/21/2017	2/28/2021	SOLE	0	9	COLLEGE AREA                       	21	COLLEGE AREA
N	RICARDO & VICENTE DIAZ	SENOR PANCHO FRESH  MEX GRILL	5089	COLLEGE AVE 				SAN DIEGO	CA	92115-2404	N	7221	FULL-SERVICE RESTAURANTS	N	4/30/1986	10/31/2021	PARTNR	12	9	COLLEGE AREA	21	COLLEGE AREA
N	SCHOTTLAND INVESTMENTS LLC	SENSIBLE CAR RENTAL	6610	EL CAJON BLVD 				SAN DIEGO	CA	92115-2801	N	532111	AUTOMOBILE RENTAL	N	10/1/2019	9/30/2021	LLC	2	9	COLLEGE AREA	21	COLLEGE AREA
Y	TAIWO T BANKOLE	SERVE TO SAVE	6353	EL CAJON BLVD 	124-103			SAN DIEGO	CA	92115-2600	Y	8135	NON PROFIT ORGANIZATION FOR LOW INCOME FAMILY IN FOREIGN COUNTRIES	N	6/30/2014	6/30/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	MARIA ROSANA TORRES SEVILLA	SEVILLA REGISTRATION	6602	EL CAJON BLVD 	A101			SAN DIEGO	CA	92115-2875	N	81299	VEHICLE REGISTRATION SERVICE, RENEW TAGS, DUP TITLES OF CALIFORNIA, LICENSE PLATES	N	8/14/2019	8/31/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	HO NAM V	SEW ELEGANT	5639	EL CAJON BLVD 				SAN DIEGO	CA	92115-3736	N	54199	ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES	N	1/1/2002	12/31/2020	SOLE	1	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	ISMETHA PERRY & XAVIER J PERRY	SEXY FASHION SECRET	5925	EL CAJON BLVD 	107			SAN DIEGO	CA	92115-3837	Y	5614	DROPSHIPPING STORE	N	5/20/2019	5/31/2021	H-W	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	SHAKE SMART INC	SHAKE SMART INC	5500	CAMPANILE DR 				SAN DIEGO	CA	92115-1701	N	722213	SMOOTHIE KIOSK	N	1/3/2011	1/31/2021	CORP	26	9	COLLEGE AREA	21	COLLEGE AREA
N	WAMIDH J TAMERO	SHIELD AUTOMOTIVE	7006	EL CAJON BLVD 				SAN DIEGO	CA	92115-1824	N	8111	AUTOMOTIVE REPAIRS	N	1/1/2015	12/31/2020	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
Y	YONAS A WORKU	SIDAMA CAB	6470	EL CAJON BLVD 	233			SAN DIEGO	CA	92115-2665	Y	48531	TAXI DRIVER	N	4/30/2012	4/30/2021	SOLE	0	9	COLLEGE AREA                       	21	COLLEGE AREA
Y	DINA R MUNDO	SKIN MUNDO	6375	EL CAJON BLVD 	D			SAN DIEGO	CA	92115-2656	N	812112	FACIALS, WAXING AND RETAIL	N	8/1/2020	7/31/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	SMART & FINAL STORES LLC	SMART & FINAL #355	6235	EL CAJON BLVD 				SAN DIEGO	CA	92115-3917	N	4224	GROCERY & RELATED PRODUCT WHSLE	N	7/10/1985	8/31/2021	LLC	19	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	SMASHBURGER ACQUISITION SAN DIEGO LLC	SMASHBURGER #1491	6061	EL CAJON BLVD 	C			SAN DIEGO	CA	92115-3845	N	722211	FAST CASUAL RESTAURANT	N	12/2/2014	12/31/2020	LLC	5	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	BRIAN DOMIN B BARGA IV & PINLADA P BARGA	SNAZZY MAMA BOUTIQUE	4466	COLLEGE AVE 				SAN DIEGO	CA	92115-5534	Y	45411	SELL MATERNITY/NURSING CLOTHING	N	1/1/2017	12/31/2020	H-W	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	SARA NINTEMAN & ERIC COOPER	SO AMAZING TATTOOING AND AIRBRUSHING	6602	EL CAJON BLVD 	G			SAN DIEGO	CA	92115	N	812196	TATTOO SHOP AND AIRBRUSHING	N	4/15/2018	4/30/2021	PARTNR	0	9	COLLEGE AREA	21	COLLEGE AREA
N	SAMBATH PROM-CHIEM & SANGVOURN THONG	SO CAL SALON & SPA	4657	COLLEGE AVE 				SAN DIEGO	CA	92115-3904	N	812112	HAIR, NAIL AND WAX SALON	N	2/26/2019	2/28/2021	PARTNR	5	9	COLLEGE AREA	21	COLLEGE AREA
N	SOAS RACING LLC	SOAS RACING LLC	7220	EL CAJON BLVD 	A			SAN DIEGO	CA	92115-1829	N	448	DESIGN AND PRODUCITON OF TRIATHOLON RACE GEAR SALES AND DISTGRIBUTION OF SOAS BRAND SPORTING APPARELL	N	8/21/2009	8/31/2021	LLC	5	9	COLLEGE AREA                       	21	COLLEGE AREA
Y	TAHEERA Y CAMACHO	SONIC AUTOMOTIVE & PAINT	5809	EL CAJON BLVD 				SAN DIEGO	CA	92115-3741	Y	454	SALES	N	4/1/2020	3/31/2021	SOLE	0		MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	SOPHY YANG	SOPHY YANG	6435	EL CAJON BLVD 				SAN DIEGO	CA	92115-2646	N	812115	I RENT BOOTH AT LINDA SALON DO HAIR ONLY NO RETAIL SALES	N	9/1/2012	8/31/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	SPEEDY CASH	SPEEDY CASH	6686	EL CAJON BLVD 				SAN DIEGO	CA	92115-2873	N	5223	DEFERRED DEPOSIT FINANCE LENDER CHECK CASHING SECOND HAND DEALER GOLD BUYING	N	3/27/2015	3/31/2021	CORP	10	9	COLLEGE AREA	21	COLLEGE AREA
Y	DANIEL MARGOTT	SQUEEGEE WINDOW CLEANING	6161	EL CAJON BLVD 	424			SAN DIEGO	CA	92115-3922	Y	56172	CLEANING WINDOWS INSIDE/OUT. CLEANING SCREENS.	N	3/20/2017	3/31/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	CHAU LE NHA KY	STAR BARBER	6686	EL CAJON BLVD 	B			SAN DIEGO	CA	92115-2800	N	812111	HAIR CUT	N	9/1/2016	8/31/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	STARBUCKS	STARBUCKS	5131	COLLEGE AVE 				SAN DIEGO	CA	92115-2433	N	72221	COFFEE AND SNACKS	N	8/1/2014	7/31/2021	SCORP	15	9	COLLEGE AREA	21	COLLEGE AREA
N	STARBUCKS CORPORATION	STARBUCKS COFFEE #8706	6701	EL CAJON BLVD 				SAN DIEGO	CA	92115-1621	N	722213	RETAIL CAFE	N	3/26/2004	3/31/2021	CORP	15	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
